chrom	start	end	w100	w150	w200	w250	w300	min	mean	stddev	max
chr2L	16365000	16368000	0.898886363	0.851109161	0.717111584	0.668619715	0.654740625	0.654740625	0.740868012166667	0.0981010941658436	0.898886363
chr2L	16368000	16371000	0.874376975	0.821535995	0.684312876	0.64001219	0.63820865	0.63820865	0.716109222666667	0.095831666859897	0.874376975
chr2L	16371000	16374000	0.824103637	0.767807481	0.632586597	0.584778488	0.587001807	0.584778488	0.663509416333333	0.0965015916955321	0.824103637
chr2L	16374000	16377000	0.827065581	0.757279723	0.622519273	0.580283281	0.583115838	0.580283281	0.658424496166667	0.0977964292352503	0.827065581
chr2L	16377000	16380000	0.821418348	0.746905809	0.610561326	0.56834828	0.578498797	0.56834828	0.649013473333333	0.0989705210614518	0.821418348
chr2L	16380000	16383000	0.782576718	0.698923848	0.562592087	0.517032513	0.533395191	0.517032513	0.601925478333333	0.102225813107582	0.782576718
chr2L	16383000	16386000	0.758709964	0.669603261	0.533989841	0.488734439	0.504616738	0.488734439	0.574064780333333	0.103451285468106	0.758709964
chr2L	16386000	16389000	0.732015095	0.635353366	0.499689056	0.460355754	0.476988753	0.460355754	0.544126296333333	0.103393829992646	0.732015095
chr2L	16389000	16392000	0.694001414	0.594696003	0.462650395	0.427296817	0.437435636	0.427296817	0.507229513666667	0.101793160120642	0.694001414
chr2L	16392000	16395000	0.669977878	0.584579834	0.457717869	0.430397093	0.430077342	0.430077342	0.500471226333333	0.0935018667118727	0.669977878
chr2L	16395000	16398000	0.650226674	0.570575289	0.452269608	0.426107143	0.421322013	0.421322013	0.49030379	0.0886036323382509	0.650226674
chr2L	16398000	16401000	0.579114743	0.507755272	0.401159792	0.368006577	0.365220188	0.365220188	0.43107946	0.0830079189783032	0.579114743
chr2L	16401000	16404000	0.521867811	0.453768821	0.351907161	0.311480692	0.311630567	0.311480692	0.377022624	0.0820248989149115	0.521867811
chr2L	16404000	16407000	0.411070949	0.353918628	0.262802705	0.218164183	0.215309399	0.215309399	0.2794292105	0.07651880527916	0.411070949
chr2L	16407000	16410000	0.40266213	0.351259469	0.26697414	0.223018169	0.219516977	0.219516977	0.280491310333333	0.0717117563334007	0.40266213
chr2L	16410000	16413000	0.384683906	0.3373992	0.268109006	0.232068499	0.222632133	0.222632133	0.277920812833333	0.062247381571561	0.384683906
chr2L	16413000	16416000	0.362466225	0.321402917	0.254933929	0.223323528	0.210189551	0.210189551	0.263750950166667	0.0584782267911879	0.362466225
chr2L	16416000	16419000	0.294606074	0.26233121	0.199280544	0.181540074	0.157343029	0.157343029	0.20874066	0.0522136875237951	0.294606074
chr2L	16419000	16422000	0.289886969	0.262672383	0.199438301	0.188154989	0.160245348	0.160245348	0.210107223	0.0494908132029137	0.289886969
chr2L	16422000	16425000	0.254491894	0.2285704	0.173651887	0.160713558	0.132641941	0.132641941	0.180451936833333	0.0461965681168244	0.254491894
chr2L	16425000	16428000	0.228845337	0.198711743	0.150609707	0.13421756	0.108769191	0.108769191	0.1549871215	0.0448880258052848	0.228845337
chr2L	16428000	16431000	0.20674311	0.172763276	0.124486033	0.116091152	0.085225893	0.085225893	0.131755892833333	0.0445963469149108	0.20674311
chr2L	16431000	16434000	0.200568387	0.176944606	0.128160604	0.12380743	0.092362983	0.092362983	0.1357011655	0.0405452318324711	0.200568387
chr2L	16434000	16437000	0.155682221	0.140916517	0.098795421	0.092139816	0.068333351	0.068333351	0.104033446166667	0.0335306968609543	0.155682221
chr2L	16437000	16440000	0.148358698	0.140649778	0.098908867	0.093878126	0.076067377	0.076067377	0.105655037166667	0.0288192651172268	0.148358698
chr2L	16440000	16443000	0.089836502	0.086680548	0.060625996	0.050706238	0.048343433	0.048343433	0.0640893583333333	0.0176079923863262	0.089836502
chr2L	16443000	16446000	0.054088475	0.049961695	0.033614246	0.02238025	0.026036105	0.02238025	0.0347435035	0.0128362465971438	0.054088475
chr2L	16446000	16449000	0.015063856	0.012175503	0.008349722	0.004506022	0.007626774	0.004506022	0.00870464983333333	0.00385207879417882	0.015063856
chr2L	16449000	16452000	0	0	0	0	0	0	0	0	0
chr2L	16452000	16455000	0.019322464	0.012549014	0.027167539	0.037663135	0.035099446	0.012549014	0.0240584353333333	0.0100334546933269	0.037663135
chr2L	16455000	16458000	0.034695341	0.027219066	0.048124617	0.060333358	0.059891002	0.027219066	0.0429137416666667	0.0140179136669681	0.060333358
chr2L	16458000	16461000	0.06545257	0.062459759	0.090302385	0.104260343	0.107762531	0.062459759	0.0821162245	0.0194316704470069	0.107762531
chr2L	16461000	16464000	0.064845449	0.05575111	0.089191111	0.105753211	0.111853755	0.05575111	0.080524291	0.0229724275599561	0.111853755
chr2L	16464000	16467000	0.104000409	0.086171946	0.143439862	0.152657269	0.161371239	0.086171946	0.122302111833333	0.0311992703952475	0.161371239
chr2L	16467000	16470000	0.093591735	0.072008391	0.145052103	0.145087534	0.153557464	0.072008391	0.113550936333333	0.0352073349675479	0.153557464
chr2L	16470000	16473000	0.189254071	0.169850199	0.258452384	0.251888702	0.25911036	0.169850199	0.216400985833333	0.040666725183248	0.25911036
chr2L	16473000	16476000	0.225780888	0.215921745	0.301681934	0.298211879	0.302767774	0.215921745	0.260047660833333	0.0409945787798713	0.302767774
chr2L	16476000	16479000	0.319512456	0.321033616	0.408982411	0.401931781	0.399737127	0.319512456	0.3617849745	0.0418615472400078	0.408982411
chr2L	16479000	16482000	0.398909456	0.397072696	0.490277788	0.479540453	0.475134668	0.397072696	0.4396679595	0.0422276103265768	0.490277788
chr2L	16482000	16485000	0.582762276	0.573917941	0.665981869	0.652073523	0.6448228	0.573917941	0.615579391666667	0.0393186221741543	0.665981869
chr2L	16485000	16488000	0.701780006	0.688688661	0.768432084	0.753323359	0.74009678	0.688688661	0.723501591833333	0.0318307890547727	0.768432084
chr2L	16488000	16491000	0.83795685	0.81441767	0.876388002	0.855638463	0.840267836	0.81441767	0.8398477485	0.0219152403057098	0.876388002
chr2L	16491000	16494000	0.924841521	0.899649475	0.940183007	0.922709471	0.904943791	0.899649475	0.915329456666667	0.0150677837625345	0.940183007
chr2L	16494000	16497000	0.928718566	0.908594405	0.941737191	0.933668718	0.92536958	0.908594405	0.924447144166667	0.0122861558537791	0.941737191
chr2L	16497000	16500000	0.930737185	0.91643124	0.94684409	0.942800141	0.937463883	0.91643124	0.931784629833333	0.011922898436293	0.94684409
chr2L	16500000	16503000	0.980902745	0.985613184	1	0.997548012	0.995804417	0.980902745	0.990128517166667	0.00790916023331143	1
chr2L	16503000	16506000	0.973834089	0.989432484	0.997204713	1	1	0.973834089	0.989050895833333	0.0113247408243144	1
chr2L	16506000	16509000	0.819804321	0.874294377	0.900160295	0.918735468	0.925901934	0.819804321	0.876450119333333	0.043239344117908	0.925901934
chr2L	16509000	16510998	0.803442605	0.870302099	0.892135813	0.917156215	0.924068766	0.803442605	0.868424683833333	0.0491292673856227	0.924068766
