larvae_DWT	chr2L	18858950	18943949	domain55	chr2L	18858950	18943949	domain55	 67088	0.0002722569	246414366
larvae_DWT	chr2L	 1884550	 1973149	domain62	chr2L	 1884550	 1973149	domain62	 69442	0.0002818099	246414366
larvae_DWT	chr2L	11998850	12094749	domain64	chr2L	11998850	12094749	domain64	113834	0.0004619617	246414366
larvae_DWT	chr2L	 3530350	 3632749	domain69	chr2L	 3530350	 3632749	domain69	181338	0.0007359068	246414366
larvae_DWT	chr2L	16357350	16487149	dac	chr2L	16357350	16487149	dac	123378	0.0005006932	246414366
larvae_DWT	chr2L	18707150	18839549	domain87	chr2L	18707150	18839549	domain87	192106	0.0007796055	246414366
larvae_DWT	chr2L	 3657550	 3812649	domain95	chr2L	 3657550	 3812649	domain95	177982	0.0007222874	246414366
larvae_DWT	chr2L	20759250	20923049	domain98	chr2L	20759250	20923049	domain98	163866	0.0006650018	246414366
larvae_DWT	chr2L	12548250	12720549	domain102	chr2L	12548250	12720549	domain102	208066	0.0008443745	246414366
larvae_DWT	chr2L	 7258450	 7435549	domain105	chr2L	 7258450	 7435549	domain105	267390	0.0010851234	246414366
larvae_DWT	chr2L	 5325150	 5516149	domain109	chr2L	 5325150	 5516149	domain109	266692	0.0010822908	246414366
larvae_DWT	chr2L	 2375950	 2567449	domain110	chr2L	 2375950	 2567449	domain110	224008	0.0009090704	246414366
larvae_DWT	chr2L	19189450	19396849	domain115	chr2L	19189450	19396849	domain115	220614	0.0008952968	246414366
larvae_DWT	chr2L	15272550	15499549	domain121	chr2L	15272550	15499549	domain121	422622	0.0017150867	246414366
larvae_DWT	chr2L	11269150	11517149	domain124	chr2L	11269150	11517149	domain124	387434	0.0015722866	246414366
larvae_DWT	chr2L	  542150	  809749	domain126	chr2L	  542150	  809749	domain126	517464	0.0020999750	246414366
larvae_DWT	chr2L	 8741550	 9122049	domain131	chr2L	 8741550	 9122049	domain131	497736	0.0020199147	246414366
pupae_DWT	chr2L	 4793450	 4811949	domain2	chr2L	 4793450	 4811949	domain2	 10330	0.0000374098	276130835
pupae_DWT	chr2L	 6526650	 6557449	domain10	chr2L	 6526650	 6557449	domain10	 33814	0.0001224564	276130835
pupae_DWT	chr2L	 6683050	 6718349	domain13	chr2L	 6683050	 6718349	domain13	 43682	0.0001581931	276130835
pupae_DWT	chr2L	 5906950	 5944649	domain15	chr2L	 5906950	 5944649	domain15	 33740	0.0001221885	276130835
pupae_DWT	chr2L	 9567650	 9614649	domain26	chr2L	 9567650	 9614649	domain26	 67532	0.0002445652	276130835
pupae_DWT	chr2L	  488650	  542149	domain34	chr2L	  488650	  542149	domain34	 61598	0.0002230754	276130835
pupae_DWT	chr2L	 6796850	 6852049	domain37	chr2L	 6796850	 6852049	domain37	 44760	0.0001620971	276130835
pupae_DWT	chr2L	19053850	19133849	domain48	chr2L	19053850	19133849	domain48	124202	0.0004497940	276130835
pupae_DWT	chr2L	18858950	18943949	domain55	chr2L	18858950	18943949	domain55	 81880	0.0002965261	276130835
pupae_DWT	chr2L	 1884550	 1973149	domain62	chr2L	 1884550	 1973149	domain62	 92052	0.0003333637	276130835
pupae_DWT	chr2L	11998850	12094749	domain64	chr2L	11998850	12094749	domain64	136628	0.0004947944	276130835
pupae_DWT	chr2L	 3530350	 3632749	domain69	chr2L	 3530350	 3632749	domain69	213676	0.0007738216	276130835
pupae_DWT	chr2L	16357350	16487149	dac	chr2L	16357350	16487149	dac	141682	0.0005130974	276130835
pupae_DWT	chr2L	18707150	18839549	domain87	chr2L	18707150	18839549	domain87	239448	0.0008671542	276130835
pupae_DWT	chr2L	 3657550	 3812649	domain95	chr2L	 3657550	 3812649	domain95	216354	0.0007835199	276130835
pupae_DWT	chr2L	20759250	20923049	domain98	chr2L	20759250	20923049	domain98	204364	0.0007400984	276130835
pupae_DWT	chr2L	12548250	12720549	domain102	chr2L	12548250	12720549	domain102	255994	0.0009270750	276130835
pupae_DWT	chr2L	 7258450	 7435549	domain105	chr2L	 7258450	 7435549	domain105	320972	0.0011623910	276130835
pupae_DWT	chr2L	 5325150	 5516149	domain109	chr2L	 5325150	 5516149	domain109	312074	0.0011301672	276130835
pupae_DWT	chr2L	 2375950	 2567449	domain110	chr2L	 2375950	 2567449	domain110	284646	0.0010308374	276130835
pupae_DWT	chr2L	19189450	19396849	domain115	chr2L	19189450	19396849	domain115	277974	0.0010066750	276130835
pupae_DWT	chr2L	15272550	15499549	domain121	chr2L	15272550	15499549	domain121	501566	0.0018164071	276130835
pupae_DWT	chr2L	11269150	11517149	domain124	chr2L	11269150	11517149	domain124	495806	0.0017955474	276130835
pupae_DWT	chr2L	  542150	  809749	domain126	chr2L	  542150	  809749	domain126	647120	0.0023435268	276130835
pupae_DWT	chr2L	 8741550	 9122049	domain131	chr2L	 8741550	 9122049	domain131	642416	0.0023264914	276130835
