chrom	start	end	w100	w150	w200	w250	w300	min	mean	stddev	max
chr2L	16416000	16419000	0.218682021	0.177924824	0.122543934	0.137531273	0.108233906	0.108233906	0.145524977333333	0.0403628929548393	0.218682021
chr2L	16419000	16422000	0.224301065	0.188458876	0.133988068	0.152873043	0.120263632	0.120263632	0.156691386	0.0382191597453139	0.224301065
chr2L	16422000	16425000	0.190630739	0.154803769	0.104619505	0.120519625	0.089457467	0.089457467	0.124914762	0.0368727464755236	0.190630739
chr2L	16425000	16428000	0.173870388	0.131699907	0.087985978	0.09975241	0.074625399	0.074625399	0.107093246833333	0.0355714590659671	0.173870388
chr2L	16428000	16431000	0.15606803	0.105117593	0.063818133	0.081846855	0.052506245	0.052506245	0.0853105168333333	0.0365720885215502	0.15606803
chr2L	16431000	16434000	0.155422598	0.113806577	0.072691548	0.093392398	0.063582154	0.063582154	0.0937462381666667	0.0328368687212619	0.155422598
chr2L	16434000	16437000	0.107649186	0.079261203	0.044759436	0.057468251	0.033974638	0.033974638	0.0595145586666667	0.0265623431014671	0.107649186
chr2L	16437000	16440000	0.106856038	0.089918512	0.054434092	0.066312174	0.047879021	0.047879021	0.0688798096666667	0.0222940899319448	0.106856038
chr2L	16440000	16443000	0.055947982	0.049349149	0.028713647	0.032331844	0.024473802	0.024473802	0.0358817043333333	0.0123037297248935	0.055947982
chr2L	16443000	16446000	0.026382128	0.020038646	0.011656245	0.011291266	0.008287227	0.008287227	0.0143237898333333	0.00667402025601909	0.026382128
chr2L	16446000	16449000	0	0	0	0	0	0	0	0	0
chr2L	16449000	16452000	0.003410412	0.006789357	0.007493405	0.010133511	0.00888764	0.003410412	0.00668745616666667	0.00254473564629527	0.010133511
chr2L	16452000	16455000	0.047199558	0.044257408	0.05837138	0.069976332	0.062835216	0.044257408	0.0544828836666667	0.00989188504435472	0.069976332
chr2L	16455000	16458000	0.072336454	0.067900745	0.089465563	0.103164256	0.096934942	0.067900745	0.0829504508333333	0.0142141644095396	0.103164256
chr2L	16458000	16461000	0.129681762	0.130931557	0.162077055	0.174849052	0.170925113	0.129681762	0.149691050166667	0.0199578113618492	0.174849052
chr2L	16461000	16464000	0.154268283	0.156532723	0.189329378	0.205213091	0.202741403	0.154268283	0.177058860166667	0.0225941085619871	0.205213091
chr2L	16464000	16467000	0.219838696	0.216823288	0.270265826	0.280732465	0.278060571	0.216823288	0.247090689	0.0294473878512128	0.280732465
chr2L	16467000	16470000	0.207367848	0.204599805	0.273036555	0.276198333	0.273759685	0.204599805	0.239927005166667	0.0344301771616585	0.276198333
chr2L	16470000	16473000	0.252808117	0.252522416	0.337524545	0.330047933	0.326318533	0.252522416	0.291957326666667	0.0394775108010057	0.337524545
chr2L	16473000	16476000	0.266731799	0.274315327	0.360023399	0.353578477	0.347734612	0.266731799	0.3115192355	0.0424836182380657	0.360023399
chr2L	16476000	16479000	0.324599699	0.347541455	0.434084595	0.427380394	0.416331021	0.324599699	0.379089477166667	0.0477440358808124	0.434084595
chr2L	16479000	16482000	0.390701238	0.413517273	0.505446391	0.496792934	0.483469639	0.390701238	0.446771452166667	0.0494726056759237	0.505446391
chr2L	16482000	16485000	0.624706991	0.639865185	0.715501237	0.707341738	0.689977806	0.624706991	0.667016658	0.0383438372376906	0.715501237
chr2L	16485000	16488000	0.768778974	0.774752672	0.828646618	0.819776344	0.799155601	0.768778974	0.793314863833333	0.024259814993933	0.828646618
chr2L	16488000	16491000	0.939377133	0.931216699	0.955853844	0.944515739	0.923684682	0.923684682	0.9363887965	0.0115715532421863	0.955853844
chr2L	16491000	16494000	1	0.990278931	1	0.991554912	0.970470544	0.970470544	0.987129155166667	0.0123547855559422	1
chr2L	16494000	16497000	0.966725149	0.953775057	0.967515097	0.968746415	0.956442345	0.953775057	0.961163186666667	0.00658587893172822	0.968746415
chr2L	16497000	16500000	0.959329509	0.948997489	0.961488799	0.965117436	0.956808504	0.948997489	0.956789871	0.00604594638312856	0.965117436
chr2L	16500000	16503000	0.989256892	1	0.995359494	1	1	0.989256892	0.995645546333333	0.00480616677690375	1
chr2L	16503000	16506000	0.959014465	0.990658306	0.978798742	0.988296762	0.992685203	0.959014465	0.9780779905	0.0141622372159907	0.992685203
chr2L	16506000	16509000	0.776796894	0.848038419	0.849767578	0.875323216	0.883624068	0.776796894	0.835057844833333	0.0431152070763185	0.883624068
chr2L	16509000	16510998	0.734568987	0.81370093	0.81491732	0.84785342	0.857659783	0.734568987	0.8005449045	0.0493043197889029	0.857659783
