chrom	start	end	w100	w150	w200	w250	w300	min	mean	stddev	max
chr2L	16368000	16371000	0.909284019	0.850940946	0.718716999	0.695075025	0.706827254	0.695075025	0.762653211333333	0.0851233111943482	0.909284019
chr2L	16371000	16374000	0.860800477	0.799270384	0.668590288	0.644017423	0.658370479	0.644017423	0.712511079	0.0854009414840802	0.860800477
chr2L	16374000	16377000	0.841118709	0.770412849	0.635407312	0.617799238	0.632563782	0.617799238	0.685850188	0.0874689903568512	0.841118709
chr2L	16377000	16380000	0.838286683	0.760557127	0.623296082	0.607620206	0.626365198	0.607620206	0.677290917	0.0895077141950403	0.838286683
chr2L	16380000	16383000	0.804581036	0.714311245	0.575167566	0.555564275	0.57869173	0.555564275	0.630646687833333	0.0951357833438337	0.804581036
chr2L	16383000	16386000	0.787470503	0.69088026	0.552129087	0.531473079	0.554708464	0.531473079	0.608022412	0.0972566038333023	0.787470503
chr2L	16386000	16389000	0.771146353	0.663504292	0.526222448	0.509272594	0.529648055	0.509272594	0.584844389333333	0.0989959273429281	0.771146353
chr2L	16389000	16392000	0.739644181	0.630704393	0.496261674	0.481606489	0.496636069	0.481606489	0.5544098825	0.0978538821930822	0.739644181
chr2L	16392000	16395000	0.711106281	0.61830705	0.486738041	0.480954844	0.484287231	0.480954844	0.543724715166667	0.089665603084656	0.711106281
chr2L	16395000	16398000	0.693808015	0.609535515	0.481638711	0.477955165	0.476505581	0.476505581	0.535991428	0.0853564736071555	0.693808015
chr2L	16398000	16401000	0.618995289	0.545430006	0.424545101	0.417271493	0.41571565	0.41571565	0.4729455315	0.0801844224458455	0.618995289
chr2L	16401000	16404000	0.551695587	0.481273609	0.365990927	0.353579469	0.35307838	0.35307838	0.409782725333333	0.0782703646950373	0.551695587
chr2L	16404000	16407000	0.427119404	0.366368818	0.263454167	0.244247409	0.2428206	0.2428206	0.297805166333333	0.0724777850892758	0.427119404
chr2L	16407000	16410000	0.404744484	0.348749041	0.252196774	0.233594645	0.230274842	0.230274842	0.283305771333333	0.0684272207131164	0.404744484
chr2L	16410000	16413000	0.378949059	0.326958837	0.246200398	0.235060144	0.222564659	0.222564659	0.272049626	0.0596886903206552	0.378949059
chr2L	16413000	16416000	0.352444627	0.307749728	0.23012165	0.221008979	0.206558162	0.206558162	0.254073551333333	0.0558873635649311	0.352444627
chr2L	16416000	16419000	0.286589606	0.250961503	0.178067234	0.179670976	0.155351461	0.155351461	0.200998706833333	0.0499502246809978	0.286589606
chr2L	16419000	16422000	0.284588815	0.251068706	0.180985773	0.186986517	0.15909164	0.15909164	0.203635515166667	0.0475427140166859	0.284588815
chr2L	16422000	16425000	0.250256235	0.216251039	0.152272303	0.156971911	0.130245035	0.130245035	0.172706926333333	0.0450576926323877	0.250256235
chr2L	16425000	16428000	0.236525438	0.199298425	0.139751875	0.14155604	0.119766415	0.119766415	0.159444101333333	0.0435627969698314	0.236525438
chr2L	16428000	16431000	0.211837146	0.170463715	0.113051135	0.120140107	0.095985723	0.095985723	0.134577258166667	0.0426367340398429	0.211837146
chr2L	16431000	16434000	0.204149798	0.173507859	0.116759594	0.126863776	0.10110408	0.10110408	0.137248197833333	0.0385810850558787	0.204149798
chr2L	16434000	16437000	0.158179152	0.138659884	0.089478212	0.093671343	0.072544627	0.072544627	0.104179640833333	0.0327438007075065	0.158179152
chr2L	16437000	16440000	0.150106243	0.14054725	0.091299387	0.09565769	0.079323686	0.079323686	0.106042990333333	0.0285341459807078	0.150106243
chr2L	16440000	16443000	0.092212463	0.092964983	0.059059456	0.058091964	0.053121351	0.053121351	0.0680952613333333	0.0174656338224074	0.092964983
chr2L	16443000	16446000	0.05716047	0.057822715	0.036675693	0.032561054	0.032885205	0.032561054	0.0416110318333333	0.011320376313593	0.057822715
chr2L	16446000	16449000	0.008451356	0.008177031	0.002853335	0.000183178	0.002218254	0.000183178	0.003677722	0.00342210216455962	0.008451356
chr2L	16449000	16452000	0	0	0	0	0	0	0	0	0
chr2L	16452000	16455000	0.017267953	0.009107243	0.023944195	0.032683882	0.028186394	0.009107243	0.020049485	0.00902042388002676	0.032683882
chr2L	16455000	16458000	0.0268277	0.018481864	0.0387617	0.049771998	0.046839218	0.018481864	0.0331940573333333	0.0126849316269396	0.049771998
chr2L	16458000	16461000	0.047199055	0.043946799	0.073670471	0.082949898	0.083215796	0.043946799	0.0624881363333333	0.0177702117910478	0.083215796
chr2L	16461000	16464000	0.054696357	0.048968299	0.083570445	0.095436412	0.09747727	0.048968299	0.0715195136666667	0.0211785317867875	0.09747727
chr2L	16464000	16467000	0.102011422	0.088601666	0.147046132	0.152317099	0.154831656	0.088601666	0.122234940166667	0.0295929675000702	0.154831656
chr2L	16467000	16470000	0.110612774	0.097002015	0.169563507	0.168160993	0.170228371	0.097002015	0.135428279166667	0.0341971138597657	0.170228371
chr2L	16470000	16473000	0.170808674	0.157912585	0.248175693	0.238542463	0.239924911	0.157912585	0.2022128185	0.0403440877341683	0.248175693
chr2L	16473000	16476000	0.202190546	0.197172333	0.288233175	0.279372277	0.27871465	0.197172333	0.240475885666667	0.0417772937161351	0.288233175
chr2L	16476000	16479000	0.280458841	0.288018638	0.382808419	0.372615958	0.365818486	0.280458841	0.328363197166667	0.0457216684904067	0.382808419
chr2L	16479000	16482000	0.352414571	0.357531427	0.458523173	0.446286128	0.436669548	0.352414571	0.400639903	0.0469785272181745	0.458523173
chr2L	16482000	16485000	0.55819627	0.554013142	0.648897068	0.634565281	0.624289577	0.554013142	0.595662413333333	0.0409062170727887	0.648897068
chr2L	16485000	16488000	0.665149584	0.658647431	0.73860715	0.723146649	0.711430175	0.658647431	0.692604736666667	0.0328212588478333	0.73860715
chr2L	16488000	16491000	0.856030391	0.835270835	0.88780111	0.866541722	0.854920511	0.835270835	0.855972567333333	0.0181796441474094	0.88780111
chr2L	16491000	16494000	0.943173545	0.915978725	0.95092196	0.931544538	0.918375792	0.915978725	0.929328880833333	0.0137796250977387	0.95092196
chr2L	16494000	16497000	0.952200302	0.928936215	0.956882495	0.948487791	0.942222038	0.928936215	0.942944176	0.0108293713143773	0.956882495
chr2L	16497000	16500000	0.951338703	0.935704015	0.95895775	0.953751587	0.949222695	0.935704015	0.947446460833333	0.00881607451810371	0.95895775
chr2L	16500000	16503000	1	1	1	1	0.999845837	0.999845837	0.999948612333333	0.0000726731351386746	1
chr2L	16503000	16506000	0.98135319	0.997843767	0.991478245	0.997187983	1	0.98135319	0.9915360625	0.00764585625210767	1
chr2L	16506000	16509000	0.834985169	0.890955228	0.898046761	0.920443123	0.930057779	0.834985169	0.884912204833333	0.0376276084843263	0.930057779
chr2L	16509000	16510998	0.803112772	0.872338448	0.877402931	0.906218967	0.917814855	0.803112772	0.8633334575	0.0453495524808491	0.917814855
